Ort::REDE_GIDs;Ort::Longitude;Ort::Latitude;Ort::Name;Bogennummer;Ort::Sprache;Transliteration WS29;WS29: Stammvokal Positiv;WS29: Stammauslaut Positiv;WS29: Stammvokal Komparativ;WS29: Stammauslaut Komparativ;
137919;10,3857;51,04366;BERKA V. D. HAINICH;5519;1;Onsere Bärge sind nett siehr huch, de eurn sind vèl höcher.;u;ch;ö;ch;
138300;10,38309;51,23721;HOLLENBACH;5867;1;Unse Barge sinn nich siere huch euwere sinn höcher.;u;ch;ö;ch;
141829;10,39571;51,41182;KIRCHWORBIS;6185;1;Uns're Barge sin nit sähr hach, ubre sin vele höcher.;a;ch;ö;ch;
141736;10,38059;51,55126;ZWINGE;6426;1;Usa Barga sind nich sau hach, ju sind viela höcher.;a;ch;ö;ch;
105245;10,38537;51,75371;RIEFENSBEEK;6793;1;Use Barge ßind nich ßau hach, dä juen ßind vele höcher.;a;ch;ö;ch;
114173;10,32269;51,91222;WOLFSHAGEN IM HARZ;25607;1;I͡use Barge sind nich sau hu͡och, ji͡u sind vi͡ël höchter;u͡o;ch;ö;cht;
114684;10,32948;52,07531;STEINLAH;21446;1;Juse Barge sind nich huch, jĭŭk sind viel högger.;u;ch;ö;gg;
104424;10,3324;52,22627;BODENSTEDT;21882;1;Äuse Barge sünd nich sähr hoch, jäue sünd vel högger;o;ch;ö;gg;
112043;10,32142;52,39354;VOIGTHOLZ-AHLEMISSEN;21305;1;Use Barge sind nich sau hoch, jue sind vöhl höger.;o;ch;ö;g;
117073;10,28391;52,57727;NORDBURG;21085;1;Uhse Barge sind nich sehr hoch de juen sind vel höger.;o;ch;ö;g;
546350;10,78187881;46,75742756;KURZRAS (CORTERASO);-46226;1;Insere Berg sein nit gar aso hoag, enkere sein höacher.;oa;g;öa;ch;
110201;10,27333;52,72449;SCHARNHORST;20946;1;Use Barge sünd nich höllisch hoch, juë sünd väl höger.;o;ch;ö;g;
117116;10,20256;52,8993;SCHMARBECK;20788;1;Use Bargns, dei sünd nich ganz hoch, jaune sünd väl höhger.;o;ch;öh;g;
107558;10,2827;53,0747;WETTENBOSTEL;49338;1;Unsere Bargns sünd nich sehr hoch, jau sünd veel höger;o;ch;ö;g;
110732;10,2488;53,23284;WESTERGELLERSEN;49587;1;Us Barngs sünd nich ganz hoch, jaûn sünd väl höger.;o;ch;ö;g;
116893;10,22923;53,38859;LASSRￃﾖNNE;49840;1;Uns Bargen sünt nich gans hoch, jo'n sünt veel höger.;o;ch;ö;g;
117299;10,20487;53,56222;WILLINGHUSEN;50130;1;Uns Barg'n sünd ni ganz hoch, jün sünd vêl höher.;o;ch;ö;h;
111665;10,21851;53,74313;JERSBEK;49188;1;Un's Barg'n sünd nich ganz hoch, juch sünd vähl höge(r).;o;ch;ö;g;
108120;10,17638;53,89247;TODESFELDE;48812;1;Uns Bargn sünd nich heel hoch, ju sünd vehl höger.;o;ch;ö;g;
108692;10,17854;54,0485;GￃﾖNNEBEK;48156;1;Uns Bargn sünd nich hel hoch, juch sünd veel höger.;o;ch;ö;g;
114877;10,13493;54,22103;KLEIN BARKAU;47935;1;Uns Bagn sünd ni hehl hog, ju sünd veel höger.;o;g;ö;g;
546289;10,63866245;46,83825902;HINTERKIRCH (GRAUN);-46161;1;uisra Berg sein öt goůrasoů hoach, d' euchru sein viel heachr;oa;ch;ea;ch;
109324;10,16151;54,39584;PRIES;46459;1;Uns Bargen sünd nich heel hoch, ju sünd veel höger;o;ch;ö;g;
112057;10,01569;54,58425;DAMP;46687;1;Unsn Barg'n sünd ni so hoch, ju sünd väl hööche.;o;ch;öö;ch;
110953;9,99077;54,684;MAASHOLM;46823;1;Unser Barg'n sünd ni hoch, ji sünd vö͡äl hȫcher.;o;ch;ȫ;ch;
8678;10,69065;47,07803;KAUNS;43152;1;Insara Bearg sein it gor a so hoaach denkara sein viel heachr;oaa;ch;ea;ch;
1864;10,6733;47,20566;MILS BEI IMST;43070;1;Insere Bearg sein it recht hoach, d' enkere sein viel heacher.;oa;ch;ea;ch;
9627;10,7188;47,40497;RINNEN;43013;1;Insere Berg sei it går so hoach, die enkern sei viel heache̊r.;oa;ch;ea;ch;
5330;10,63017;47,5495;VILS;42985;1;Eisere Berg send it so heach, di uibere send viel heacher.;ea;ch;ea;ch;
79796;10,86194;47,70374;STEINGADEN;41986;1;Eisere Berg sind it ser hoach, die enkere sind hächer.;oa;ch;ä;ch;
88202;10,85157;47,91541;DENKLINGEN;41845;1;Eusere Berg sind it so hoach, de uire sind viel höar.;oa;ch;ö;;
74196;10,86116;48,08685;KAUFERING;39459;1;Insere Berg sen öt so hoach', die enkera sen viel' höacher.;oa;ch';öa;ch;
84488;10,85682;48,23762;OBEROTTMARSHAUSEN;39546;1;Unsere Berg sind it fast hoach, dö uirage sind höacher.;oa;ch;öa;ch;
88843;10,82614;48,41021;TￃﾄFERTINGEN;39723;1;Unsere Berg sind it feindle hoh, die uire sind viel heacher.;o;h;ea;ch;
83465;10,83586;48,57347;WESTENDORF;38738;1;Ṵ's're Bérg sḭnd ḭt sehar hoa̰ch, die uirḛ sind viel häacher.;oa̰;ch;äa;ch;
87505;10,84006;48,75927;HAFENREUT;39062;1;Unsere Berg sind it sehr hoach, die eure sind viel höacher.;oa;ch;öa;ch;
87863;10,84499;48,91055;GUNDELSHEIM;39179;1;Unser Berg sen net so gor houch, die rnkern sen viel höichar.;ou;ch;öi;ch;
90276;10,79788;49,07592;WINDSFELD;34855;1;Unser Berg sen nit so hoach, euer hen viel hächer.;oa;ch;ä;ch;
91279;10,77453;49,23381;ISMANNSDORF;35067;1;Unser Berg sene nit recht hoach euri senn vill hecher.;oa;ch;e ;ch;
546481;11,06;46,46;LAUREIN (LAUREGNO);46324;1;Insara berg sein net galant hoa, eukriga sein heachor.;oa;;ea;ch;
70872;10,78893;49,40409;GROSSHABERSDORF;35236;1;Unser Barg sen nit hoch, die eiern sen häger.;o;ch;ä;g;
92619;10,76904;49,58998;OBERREICHENBACH;35524;1;Ŭné Barg sènn nit arg hoch, eié sènn vill hëgé.;o;ch;ë;g;
88467;10,77547;49,75347;MￃﾜHLHAUSEN;35729;1;Unsere Berge sind nicht arch hoch, die euere sen vill höcher.;o;ch;ö;ch;
80879;10,77167;49,90142;TￃﾜTSCHENGEREUTH;35843;1;Unè Berg sen net sèha hoch, euera sen viel höchè.;o;ch;ö;ch;
81117;10,75411;50,07607;REUTERSBRUNN;12616;1;Unner Berg sen net so hoch, eure sen viel höchr.;o;ch;ö;ch;
88799;10,74168;50,23953;GLEISMUTHHAUSEN;11645;1;Unnära Barg senn net sehr huech, die euern senn viel höcher.;ue;ch;ö;ch;
141347;10,73533;50,42423;HILDBURGHAUSEN;12037;1;Un̄ere Barg sen̄ nett so sehr hoch, eure sen̄ viel höch'r.;o;ch;ö;ch;
137465;10,71167;50,55906;ALTENDAMBACH;12167;1;Onnör Berg senn nett sehr hoch, euörä senn vill höchör.;o;ch;ö;ch;
542173;10,72904373;50,77061604;SCHWARZWALD;11132;1;Unse Bârge sinn nech siâr huâch, die ubbere sinn veâl höcher.;uâ;ch;ö;ch;
138852;10,68407;50,91991;BOILSTￃﾄDT;11467;1;Onse Bärge sinn noch sähr huch, düh aubern sinn viäl höcher.;u;ch;ö;ch;
546429;11,00515196;46,54922739;SANKT WALBURG (SANTA VALBURGA);-46305;1;Insere Berg sain it gor a sou hoach, enkerige sain fil heacher.;oa;ch;ea;ch;
136723;10,68004;51,08197;ILLEBEN;5717;1;Onse Baerge sin nech sihr huech, aubre sin väel höcher.;ue;ch;ö;ch;
141152;10,65515;51,24724;SCHLOTHEIM;5875;1;Unsere Berge sind nich sehr huch, uhre sind viel höher.;u;ch;ö;h;
142908;10,64567;51,41729;GROSSWENDEN;6196;1;Unse Bärrige sin nich sähre hahch, de uhren sin veele hecher.;ah;ch;e;ch;
106248;10,61756;51,58536;WALKENRIED;6577;1;Unse Barge sinn nich sehre hoch, ure sinn vēle hö̆cher.;o;ch;ö̆;ch;
108222;10,6105;51,72785;BRAUNLAGE;6690;1;Unse Barge sind nich ser hoch, jue sind vele hecher.;o;ch;e;ch;
126770;10,62543;51,92932;ABBENRODE;6960;1;Use Barge sind nich sehr hoach, jue sind viël hegger.;oa;ch;e;gg;
106358;10,59503;52,0891;BORNUM;3516;1;Use Barge sint nich recht hoch, de juigten sint veel högger.;o;ch;ö;gg;
107091;10,58483;52,24025;RAUTHEIM;21902;1;Use Barre sind nich grülich hoch, dä juen sind viel högger.;o;ch;ö;gg;
108461;10,59431;52,41361;WASBￃﾜTTEL;22111;1;Üse Bärge sünd nich sau hoch, jüe sünd fehl högger.;o;ch;ö;gg;
115220;10,56262;52,59885;WESTERHOLZ;22375;1;Use Barge sünd nich gans hoch, jue sünd vähl högg'r.;o;ch;ö;gg;
546354;10,93457311;46,68890715;KATHARINABERG (SANTA CATERINA);-46227;1;Insere Berg sein nit gar aso hoach. enkere sein höacher.;oa;ch;äa;ch;
105512;10,5153;52,75135;MASEL;22574;1;Uns Berg sünd nig gans hog, jo͡u sünd väl höger.;o;g;ö;g;
112469;10,52559;52,92076;HOLDENSTEDT;22773;1;Use Barge sünd nig sehr hoch, jauhe sünd vehl höer.;o;ch;ö;;
114616;10,51368;53,08083;SEEDORF;49348;1;Uns Barg'n ßünd nich gans hoch, jô ßünd veel höger.;o;ch;ö;g;
112386;10,56531;53,25038;WENDHAUSEN;49727;1;"Uns Barg'n sünd nich sehr hoch; joun sünd väl höger.";o;ch;ö;g;
117662;10,50596;53,41658;JULIUSBURG;49857;1;Uns' Bargens sünd nich hesl hoch, jüch sünd veel höger.;o;ch;ö;g;
111898;10,47132;53,57846;BASTHORST;50142;1;Unns Barg'n sühnd nich ganz hoch, jüüch sühnd vähl höger.;o;ch;ö;g;
113127;10,44713;53,75756;KLEINBODEN;49022;1;Uns Barg'n sünd nich heil hoch, jug sünd fehl höger.;o;ch;ö;g;
106292;10,48741;53,91971;STRUKDORF;48675;1;Uns Bargen sünd nie hel hoch, ju Bargen sünd fel höger.;o;ch;ö;g;
113330;10,46243;54,07286;WￃﾖBS;48164;1;Uns Barrgn sünnt man lütt, juhn sünnt vehl hög'r.;ü;tt;ö;g;
116342;10,44134;54,24809;MUCHELN;47952;1;Uns Bargn sünd ni hehl hoch, ju sünd vehl höger.;o;ch;ö;g;
2662;10,97561;46,90951;HEILIGKREUZ;46386;1;Insere Barge sein nuicht goraso hoich, enkern sein viel hehar.;oi;ch;e;h;
109426;10,42395;54,38844;STAKENDORF;46481;1;Us Bargen sünd nich hel hoch, ju sind vel höger.;o;ch;ö;g;
9805;10,94458;47,08861;UNTERRIED;43122;1;Insare Barge sein nit so hoach, d'enkaren sen viel heacha.;oa;ch;ea;ch;
546202;10,91525164;47,25459638;SILZERBERG;43037;1;Ünsere Barg sein itt går a so hoach, d'enkern sein viel heacher.;oa;ch;ea;ch;
432;10,91941;47,39865;EHRWALD;43021;1;Inserå Berg sönn it sou hoch, die önkerå sönn viel höacher.;o;ch;öa;ch;
86626;10,80235;47,62584;BAYERNIEDERHOFEN;42039;1;Euser Berg send nit so hoach, uiere send viel höacha.;oa;ch;öa;ch;
546509;11,21313811;46,24017188;SALURN (SALORNO);-46353;1;Insere Berg sein nit (e[?]) gor a so hoach, Önkre sein viel Heachar;oa;ch;ea;ch;
546520;11,32397722;45,92359227;Lusern;46365;1;Ünsare Bargn sein net Goach, die eüre sein viel göachar;oa;ch;öa;ch;
74653;11,15493;47,76917;HUGLFING;41932;1;Insre Barg sen it so ho͡a̱ch, die engan sen he͡a̱cher.;o͡a̱;ch;e͡a̱;ch;
75437;11,10862;47,91142;RAISTING;41855;1;Ünser Berg sind nit so hoach, die enkrn sind viel höaher.;oa;ch;äa;h;
83352;11,1147;48,08132;ECHING AM AMMERSEE;39475;1;Insere Berg seind it sèhr hoach, die enkern seind viel heacha.;oa;ch;ea;ch;
74035;11,09471;48,25545;MITTELSTETTEN;39647;1;Insere Berg sen id hoach, di echern sen vṵ̈l höacha̰r.;oa;ch;öa;ch;
72348;11,09634;48,41371;GALLENBACH;39742;1;Insare Berg send net sehr hoch, de euern send viel höha.;o;ch;ö;h;
74385;11,09074;48,58242;PￃﾖTTMES;38863;1;Unsri Berg sen et gar hoch, die enkan sen vii heacha.;o;ch;ea;ch;
86825;11,07121;48,74457;STEPPERG;38963;1;Unsre Berg sind net so houch, die enkern sind viel hechar.;ou;ch;e;ch;
90807;11,03844;48,92811;BIESWANG;39293;1;Unser Berg han net recht hāuch, die euer-n han viel häicher.;āu;ch;äi;ch;
93045;11,05857;49,0799;ETTENSTATT;34872;1;Unser' Berg hăn (săn) nit su go(a)er ho(u)ch, die enkern han vill heïcher.;o(u) ;ch;eï;ch;
70858;11,05323;49,26665;BￃﾜCHENBACH;35165;1;Unsre Berg senn nett sou houch, eure henn viel höicher.;ou;ch;öi;ch;
546496;11,24240205;46,41465671;KALTERN (CALDARO);-46340;1;Unsri Berg sain nöt a so hoach, enkri sain viel heachr.;oa;ch;ea;ch;
544228;11,03657675;49,41647082;RￃﾖTHENBACH;35339;1;Unsri Berg sen nit oarg houch, eieri sen viel häiher.;ou;ch;äi;h;
85286;11,04964;49,59343;BUCKENHOF;35544;1;Unsr Berg sin nit so hoch, die euro sen höcher.;o;ch;ö;ch;
85428;11,03;49,76363;PAUTZFELD;35755;1;"Unnera Bèrig sen net su huch; eura sen vill höché.";u;ch;ö;ch;
92918;11,00996;49,9114;LITZENDORF;35857;1;Una Berg sen net sea hoih, die euan sen viel höha.;oi;h;ö;h;
83929;11,01356;50,08352;HORSDORF;12496;1;Unera Berg sen niet su huch, die euen sen viel höche.;u;ch;ö;ch;
85535;11,00025;50,2494;SEIDMANNSDORF;11805;1;Unnârâ Bârg sen net sehr huâch, eurâ senn viel höchr.;uâ;ch;ö;ch;
138479;10,97928;50,40853;BACHFELD;11927;1;Unnern Barg senn' net sehr hug, die eurigen senn viel höcher.;u;g;ö;ch;
137776;10,96068;50,56467;ALTENFELD;12184;1;Unnere Barg sen nit sehr hoch, euere sen viel höcher.;o;ch;ö;ch;
139789;10,96938;50,75547;WIPFRA;11149;1;Onse Bärge sinn nech sihre huech eire sinn väel höcher.;ue;ch;ö;ch;
142811;10,93186;50,92027;INGERSLEBEN;11485;1;Onsre Barge sin nech sir huoch, ewre sin vial höcher.;uo;ch;ö;ch;
546408;11,20412984;46,58568332;GARGAZON (GARGAZZONE);46283;1;Isre berg sain nit gorasou hoach, enkrige sain viel heachr.;oa;ch;ea;ch;
138006;10,93045;51,11506;GEBESEE;5730;1;Onse Barché sinn nech sihr huech, uhre sinn fähel höcher.;ue;ch;ö;ch;
138268;10,94926;51,24899;OBERTOPFSTEDT;6074;1;Unse Berge sinn nech sehre houch, de uhren sinn fähl höcher.;ou;ch;ö;ch;
137795;10,92771;51,42579;AULEBEN;6341;1;Unse Bärge sinn nich siehre huch, uhre sinn vehle hecher.;u;ch;e;ch;
124966;10,95504;51,57345;STOLBERG (HARZ);6472;1;Unsere Bärge sin nich sehre hoch, de urigen sin vele höcher.;o;ch;ö;ch;
123705;10,87365;51,75284;NEUWERK;6801;1;Unse Barge sind nich sau hoch, jue sind fele hegger.;o;ch;e;gg;
126680;10,88689;51,91415;DANSTEDT;6891;1;Unse Barge sind nich hoch, ju sind vel höjjer.;o;ch;ö;jj;
109286;10,85747;52,07227;BEIERSTEDT;3424;1;Ūse Barge sünd nich (sehr) hoch, ju 'e sünd vēl högger.;o;ch;ö;gg;
112471;10,84096;52,25623;ROTTORF;22044;1;Use Barge sind nich veel hoch, jue sind veel högger.;o;ch;ö;gg;
116837;10,84171;52,4211;REISLINGEN;22222;1;Use Barge sünd nich sehr hoch, jue sünd vehl högger.;o;ch;ö;gg;
107430;10,87697;52,57705;TￃﾜLAU-FAHRENHORST;22384;1;Use Berg sünd nicht hoch, jue sund vöhl högger.;o;ch;ö;gg;
546361;11,18153697;46,72780082;VERNUER (VERNURIO);-46234;1;Insre Berge sein nit aso hoach, wiea entkrige.;oa;ch;;;
124932;10,82391;52,78033;HￃﾖDDELSEN;22581;1;Uns Berg'n sünd nich sehr hoch, jo sind veel högger.;o;ch;ö;gg;
111226;10,83564;52,89159;PROITZE;22685;1;Uns' Bargns ßünd nich ßehr 'och, jo ßünd veel 'öger.;o;ch;ö;g;
113438;10,78178;53,06946;STOETZE;49362;1;Unsn Bargns ßünd nich ßehr hoch, jo ßünd höger.;o;ch;ö;g;
114276;10,78385;53,24416;BARSKAMP;49605;1;Uns Bargn's sünd nich sou sehr hoch, jou sünd vel höger.;o;ch;ö;g;
121965;10,74685;53,43177;GRESSE;50010;1;Uns' Barg'n sǖnd nich heil hoch, jūg, sǖnd vǟl höge.;o;ch;ö;g;
108491;10,75137;53,59484;LEHMRADE;50321;1;Uns Barg'n sünd nich gans hoch, juch sünd vähl höger.;o;ch;ö;g;
121168;10,76242;53,75636;CAMPOW;49043;1;Unsere Barge sünd nicht so hoch, jug sünd vehl höge.;o;ch;ö;g;
110657;10,73453;53,91976;SEREETZ;48702;1;Unns Barg'n sünd nich hehl hoch, jun sünd vehl höger.;o;ch;ö;g;
115904;10,71297;54,07936;SￃﾜSEL;48186;1;Uns' Barg'n sünd gor nich heel hoch, juh'n sünd vähl höger.;o;ch;ö;g;
116412;10,73902;54,25873;KￃﾜKELￃﾜHN;47840;1;Uns Barg'n sünt ni heel hoch, ju sünt veel höger.;o;ch;ö;g;
546263;11,156652;46,871323;RABENSTEIN (MOOS);-46162;1;insere berge sein nit gor e sou hoach, enkrige sein viel heacher.;oa;ch;ea;ch;
106252;10,60371;54,34619;BEHRENSDORF (OSTSEE);46492;1;"Uns Bargen sünd ni heel hoch; jou sünd väl höger.";o;ch;ö;g;
546220;11,22749746;47,04262442;UNTERBERG;43161;1;Insere Berg sein nit sorl hoach, die enkrig'n sein viel heacher.;oa;ch;ea;ch;
1238;11,16754;47,27785;HATTING;43055;1;Insere Berg sein nit hoach, die önkarn sein viel heachar.;oa;ch;ea;ch;
1185;11,1415;47,37082;LEUTASCH;43022;1;Intern B?rg senn it ? so hroaf, die enkern senn heacher.;oa;f;ea;ch;
78677;11,13614;47,56027;OBERAU;42062;1;Insere Berg sen it sehr hoach, die enkern sen viel heacher.;oa;ch;ea;ch;
546604;11,36733955;46,27778405;ALTREI (ANTERIVO);-46351;1;Insere Berg sein recht huah Die enkrigen sei viel heaher;ua;h;ea;h;
1180652;11,436;45,8731;Mezzaselva;46369;1;di jǘnjərn b̌ɛ́rgē zint níχt ƀī̀l hɔ́a̯χ, di jø̄́ərn zai̯nt ƀī̀l hø̄́gór.;ɔ́a̯;χ;ø̄́;g;
89961;11,37598;47,75192;PENZBERG;41939;1;Insere Bearg san it so hoach, diè enkan san vui häacha.;oa;ch;äa;ch;
81078;11,3957;47,9297;HￃﾖHENRAIN;41785;1;Insắnö Bĕag san id recht ha̰och, dö en̰chan san vṵ̈i hehá.;a̰o;ch;e;h;
85373;11,37906;48,06724;GAUTING;39398;1;Insarö Berg san id so hoach, de echan san vui hoacha.;oa;ch;oa;ch;
91230;11,36479;48,259;BERGKIRCHEN;39662;1;Ünsere Bärg san it sehr hoach, die enkern san viel häacha.;oa;ch;äa;ch;
73328;11,35435;48,42974;HILGERTSHAUSEN;39865;1;Insere Ber sen it hoach dö enkern sea viel heacher.;oa;ch;ea;ch;
89893;11,33526;48,58019;WAIDHOFEN;38764;1;Insaré Berg san néd rècht hoach, dé éngan san hèàchá.;oa;ch;èà;ch;
91872;11,34577;48,75413;GEROLFING;39089;1;Unsern Ba̰rg han nöt so haoch, dö engen han véi haöcher.;ao;ch;aö;ch;
79905;11,30127;48,91192;WALTING;39201;1;Unsere Berg han net recht hoach, die enkern han viel heacher.;oa;ch;ea;ch;
78399;11,29856;49,08918;UNTERMￃﾄSSING;35003;1;Unsre Berch sen net sar hauh, de enga sen vül haicha.;au;h;ai;ch;
79457;11,30851;49,26458;SELIGENPORTEN;35168;1;Unsa Berg san niat recht hăuch, die enken san viel häuha.;ău;ch;äu;h;
546500;11,43174923;46,4138887;DEUTSCHNOFEN (NOVA PONENTE);-46344;1;Insirī Berg sain nit recht hoa, enkri sain viel hear.;oa;;e;;
88899;11,26115;49,41257;BIRNTHON;35254;1;Unser B(e)ärg hen nét su goar hâuch, di aiern hen vül häicher.;âu;ch;äi;ch;
80296;11,2727;49,58234;KIRCHRￃﾖTTENBACH;35562;1;Unner Berg sèn nit recht houch, eier sèn vill hèichér.;ou;ch;èi;ch;
84090;11,26105;49,76878;MOGGAST;35762;1;"Uner Berg sĕn nĕt org hoch; eura sen viel höcher.";o;ch;ö;ch;
83906;11,29084;49,93687;HOLLFELD;36007;1;Unna Beag senn net a̰rg huch, Eura senn viel höcha.;u;ch;ö;ch;
87919;11,23885;50,08397;WEISMAIN;12656;1;Unera Bärig sen net huäch, eura sen höchär.;uä;ch;ö;ch;
92402;11,20975;50,24786;MITWITZ;11673;1;Unra Barg sin nèt séhr huch, eura sin viel höhe.;u;ch;ö;h;
140391;11,24222;50,44197;NEUENBAU;12070;1;Un̄ere Barg sen̄ nit sihr huch, eure senn viel höcher.;u;ch;ö;ch;
142205;11,21968;50,60225;ROHRBACH;12341;1;Onse Barige sin nech sèhre huoch, die euren sin viel höcher.;uo;ch;ö;ch;
136781;11,22809;50,76235;REMDA;11180;1;Unse Bärge sinn nech sihre huch, abber eire sinn väl hächcher.;u;ch;ä;chch;
139765;11,20701;50,91984;GUTENDORF;11515;1;Onse Barge sinn nech huach eire sinn höcher;ua;ch;ö;ch;
546443;11,38;46,56;WANGEN (VANGA);-46319;1;Insra Berg sein nöt röcht höach, enkara sein viel heachr;öach;ch;ea;ch;
139545;11,21707;51,09189;THALBORN;5752;1;Unse Bärge sen nech sihr huch, eire sen väl hecher.;u;ch;e;ch;
140306;11,17566;51,26229;ETZLEBEN;6089;1;Unse Bärge sinn nech sehire houch, ure sinn höchcher.;ou;ch;ö;chch;
124263;11,20275;51,41916;HACKPFￃﾜFFEL;6359;1;Unse Bärje sin nich sehre huoch, uhre sin fehle höcher.;uo;ch;ö;ch;
121263;11,20169;51,60088;KￃﾖNIGERODE;6593;1;Unse Bärge sinn nich sähre ho(a)ch, die urda sinn vele hecher.;o(a);ch;e;ch;
120184;11,16773;51,73322;RIEDER;6705;1;"Unse Barge sin nich sau hoch; jue sin vēl hechcher.";o;ch;e;chch;
121814;11,13702;51,92874;EMERSLEBEN;6981;1;Unse Barge sünd nich sehr hoch, jue sünd vehl höcher.;o;ch;ö;ch;
121880;11,15611;52,09298;BECKENDORF;3558;1;Use Barge sünd nich grülich ho'ch, jue sünd ve'l högger.;o';ch;ö;gg;
120362;11,13295;52,24058;BARTENSLEBEN;21936;1;Use Berge sünd nich sau hoch, ju sünd vel högger.;o;ch;ö;gg;
122806;11,11387;52,40093;RￃﾄTZLINGEN;22149;1;Use Barge sünd nich sau hoch, jue sünd veel högger.;o;ch;ö;gg;
544004;11,09553257;52,58503126;KￃﾖBBELITZ;22394;1;Unds Berg sünd nich sau hauch, de ju sünd völ högger;au;ch;ö;gg;
123964;11,09919;52,76301;WￃﾖPEL;22599;1;Uns Bärg sünd nich sau hoch, juh sünd vöhl högger.;o;ch;ö;gg;
110640;11,11794;52,92444;WUSTROW (WENDLAND);22796;1;Uns Barg'n sünd nich sehr hoch, ju sünd völ höger.;o;ch;ö;g;
113402;11,09034;53,09668;DANNENBERG (ELBE);49498;1;Uns Bargen sünd nich sehr hoch, ju Bargen sünd völ höger;o;ch;ö;g;
121225;11,0857;53,26914;JESSENITZ;49752;1;Uns Barg sünd nich siehr hoch, jug sünd vehl höger.;o;ch;ö;g;
118676;11,08244;53,41108;SETZIN;49881;1;Uns Barg'n sünd nich gefehrlich hoch, juch sünd väl höger.;o;ch;ö;g;
121437;11,04085;53,58655;DRￃﾖNNEWITZ;50332;1;Unins' Barg'n sünd nich sie hoch, juhg sünd vehl höge.;o;ch;ö;g;
125724;11,05079;53,75628;NESOW;49076;1;Uns Bargen sṻnd nich hoil hoch, juch sünd fäl högĕ;o;ch;ö;g;
122052;11,03609;53,92008;GROSS VOIGTSHAGEN;48716;1;"Uns Barchg sühnd nich heil hoch; juchg sühnd väl högé.";o;ch;ö;g;
108565;10,95855;54,15122;GRￃﾖMITZ;48096;1;Uns Barg'n sünd nich heel hoch, ju sünd veel höger.;o;ch;ö;g;
108090;11,0513;54,2567;SIGGENEBEN;47861;1;Uns Barg'n sünd n(i)e he(i)l hoch, jun sünd väl höger.;o;ch;ö;g;
546262;11,43095197;46,91229351;TSCHￃﾖFS (CEVES);46170;1;Insere Berg sein nit recht hoach, die enkern sein vil heacher.;oa;ch;ea;ch;
114308;11,04304;54,45888;SULSDORF;46554;1;"Uns Bargn sünd nich heel hoch; jo sünd veel höcher.";o;ch;ö;ch;
110804;11,05568;54,5229;WESTERMARKELSDORF;46693;1;Uns Bag'n sünd nĭ hel hoch, jo sünd väl höger.;o;ch;ö;g;
3357;11,41668;47,08294;TRINS;43285;1;Insere Berge sein nit gor a so hoach, die enkrigen sein viel heacher.;oa;ch;ea;ch;
534620;11,39128;47,268;INNSBRUCK;43210;1;Unsere Berg sein nit arg hoch, die enkern sein viel heacher. ;o;ch;ea;ch;
74050;11,43474;47,60578;JACHENAU;42049;1;Insri Berg sen it so hoach, dö enkan sen vüll heacha.;oa;ch;ea;ch;
76329;11,63273;47,76683;REICHERSBEUERN;41948;1;Unsere Berg sand nöt recht hoch, die engern sand viel höher;o;ch;ö;h;
79008;11,60938;47,90265;BAIERNRAIN;41872;1;Unsane Berg san net so hech dei engan san hecha.;e;ch;e;ch;
89000;11,63032;48,10063;PERLACH;39494;1;Unsere Bearg sand net gar höach die enkern sand vül hächer.;öa ;ch;ä;ch;
78425;11,56857;48,27277;UNTERSCHLEISSHEIM;39667;1;Insere Berg san net so hoach, die enkern san viel hächer!;oa;ch;ä;ch;
72319;11,59892;48,43114;ALLERSHAUSEN;39880;1;Unserö Beer san nöt recht houch, dö enkarn san väi höcha.;ou;ch;ö;ch;
74038;11,5777;48,58007;ESCHELBACH AN DER ILM;38774;1;Ünsre Berg san net recht hou, dö engan san vie höcha.;ou;;ö;ch;
93570;11,57629;48,76108;IRSCHING;39103;1;Unsano Berg san nöt so hoch, die engan han viel höher.;o;ch;ö;h;
80799;11,56632;48,94379;PONDORF;39317;1;Unserne Berg san net hoach, die engern san voul höicher.;oa;ch;öi;ch;
74152;11,56796;49,10204;GIMPERTSHAUSEN;35011;1;Unsere Berg sind nieht so hoch, die eueren sind viel höher.;o;ch;ö;h;
81535;11,58242;49,26041;GￃﾜNCHING;35188;1;Unsa Berch san niad su haoch, die engan san viel haicha.;ao;ch;ai;ch;
77160;11,54411;49,42912;ALFELD;35377;1;Unna Beag sànn niat sea houch, die enkan sànn vi͜l häicha.;ou;ch;äi;ch;
72938;11,52376;49,59651;HARTENSTEIN;35571;1;Una Berg han nit goua houch de engern han viel höcher.;ou;ch;ö;ch;
