CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;DE01;DE02_01;DE03;DE04_01;DE04_02;DE04_03;DE04_04;DE05;DE06;DE07_01;SA01;SA01_01;SA01_02;SA01_03;SA01_03a;SA02;SA02_01;SA02_02;SA02_03;SA02_03a;SA03;SA03_01;SA03_02;SA03_03;SA03_03a;SA04;SA04_01;SA04_02;SA04_03;SA04_03a;SA05;SA05_01;SA05_02;SA05_03;SA05_03a;SA06;SA06_01;SA06_02;SA06_03;SA06_03a;SO01;SO01_01;SO01_02;SO01_03;SO01_03a;SO02;SO02_01;SO02_02;SO02_03;SO02_03a;SO03;SO03_01;SO03_02;SO03_03;SO03_03a;SO04;SO04_01;SO04_02;SO04_03;SO04_03a;SU01;SU01_01;SU01_02;SU01_03;SU01_03a;SU02;SU02_01;SU02_02;SU02_03;SU02_03a;SU03;SU03_01;SU03_02;SU03_03;SU03_03a;SU04;SU04_01;SU04_02;SU04_03;SU04_03a;SU05;SU05_01;SU05_02;SU05_03;SU05_03a;SU06;SU06_01;SU06_02;SU06_03;SU06_03a;SD01;SD01_01;SD01_02;SD01_03;SD01_03a;SD02;SD02_01;SD02_02;SD02_03;SD02_03a;SD03;SD03_01;SD03_02;SD03_03;SD03_03a;SD04;SD04_01;SD04_02;SD04_03;SD04_03a;SM01;SM01_01;SM01_02;SM01_03;SM01_03a;SM02;SM02_01;SM02_02;SM02_03;SM02_03a;SM03;SM03_01;SM03_02;SM03_03;SM03_03a;SM04;SM04_01;SM04_02;SM04_03;SM04_03a;AA01;AA01_01;AA01_02;AA01_03;AA01_03a;AA02;AA02_01;AA02_02;AA02_03;AA02_03a;AA03;AA03_01;AA03_02;AA03_03;AA03_03a;AA04;AA04_01;AA04_02;AA04_03;AA04_03a;AA05;AA05_01;AA05_02;AA05_03;AA05_03a;AA06;AA06_01;AA06_02;AA06_03;AA06_03a;AA07;AA07_01;AA07_02;AA07_03;AA07_03a;AA08;AA08_01;AA08_02;AA08_03;AA08_03a;AA09;AA09_01;AA09_02;AA09_03;AA09_03a;AA10;AA10_01;AA10_02;AA10_03;AA10_03a;AO01;AO01_01;AO01_02;AO01_03;AO01_03a;AO02;AO02_01;AO02_02;AO02_03;AO02_03a;AO03;AO03_01;AO03_02;AO03_03;AO03_03a;AO04;AO04_01;AO04_02;AO04_03;AO04_03a;AO05;AO05_01;AO05_02;AO05_03;AO05_03a;AO06;AO06_01;AO06_02;AO06_03;AO06_03a;AO07;AO07_01;AO07_02;AO07_03;AO07_03a;AO08;AO08_01;AO08_02;AO08_03;AO08_03a;AO09;AO09_01;AO09_02;AO09_03;AO09_03a;AO10;AO10_01;AO10_02;AO10_03;AO10_03a;AU01;AU01_01;AU01_02;AU01_03;AU01_03a;AU02;AU02_01;AU02_02;AU02_03;AU02_03a;AU03;AU03_01;AU03_02;AU03_03;AU03_03a;AU04;AU04_01;AU04_02;AU04_03;AU04_03a;AU05;AU05_01;AU05_02;AU05_03;AU05_03a;AU06;AU06_01;AU06_02;AU06_03;AU06_03a;AU07;AU07_01;AU07_02;AU07_03;AU07_03a;AU08;AU08_01;AU08_02;AU08_03;AU08_03a;AU09;AU09_01;AU09_02;AU09_03;AU09_03a;AU10;AU10_01;AU10_02;AU10_03;AU10_03a;AD01;AD01_01;AD01_02;AD01_03;AD01_03a;AD02;AD02_01;AD02_02;AD02_03;AD02_03a;AD03;AD03_01;AD03_02;AD03_03;AD03_03a;AD04;AD04_01;AD04_02;AD04_03;AD04_03a;AD05;AD05_01;AD05_02;AD05_03;AD05_03a;AD06;AD06_01;AD06_02;AD06_03;AD06_03a;AD07;AD07_01;AD07_02;AD07_03;AD07_03a;AD08;AD08_01;AD08_02;AD08_03;AD08_03a;AD09;AD09_01;AD09_02;AD09_03;AD09_03a;AD10;AD10_01;AD10_02;AD10_03;AD10_03a;TIME001;TIME002;TIME003;TIME004;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME012;TIME013;TIME014;TIME015;TIME016;TIME017;TIME018;TIME019;TIME020;TIME021;TIME022;TIME023;TIME024;TIME025;TIME026;TIME027;TIME028;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
378;;;akz;interview;2022-07-16 15:09:21;1;;;50;Düsseldorf;40476;Deutschland;3;-9;keinen;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;4;10;;;53;5;20;7;30;24;23;17;13;16;16;24;14;14;15;14;8;12;16;7;11;13;6;387;;2022-07-16 15:15:53;1;0;28;28;1;1;1,05;7
379;;;akz;interview;2022-07-16 15:10:50;1;;;36;Wuppertal ;42119;Deutschland ;2;2;;1;1;1;2;plömmer;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;1;2;trönster;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;2;2;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;1;2;Mahs;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;4;4;;;20;8;;73;34;25;41;18;28;14;81;23;16;23;34;21;6;122;13;8;12;13;7;416;;2022-07-16 15:21:38;1;0;28;28;0;0;0,87;5
385;;;akz;interview;2022-07-16 16:14:03;1;;;22;Freiburg im Breisgau;79110;Deutschland;-9;1;Rheinfränkisch;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;2;2;2;1;;1;1;2;1;;2;2;2;1;;2;2;2;1;;1;1;2;1;;2;2;2;1;;2;2;2;1;;1;1;2;1;;1;1;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;2;2;2;1;;1;1;2;1;;2;2;2;1;;2;2;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;2;2;2;1;;2;2;2;1;;1;1;2;1;;2;2;2;1;;1;1;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;1;1;2;1;;2;2;2;1;;2;2;2;1;;1;1;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;1;2;1;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;6;3;;;16;6;11;8;24;12;16;20;14;52;19;29;25;9;20;13;9;10;14;6;16;10;7;341;;2022-07-16 16:20:20;1;0;28;28;1;1;1,11;9
386;;;akz;interview;2022-07-16 16:23:37;1;;;42;Regensburg;93049;Deutschland;1;2;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;3;5;;;17;5;;11;15;13;15;13;11;11;12;23;9;5;9;9;4;11;8;7;10;11;4;241;;2022-07-16 16:27:38;1;0;28;28;0;0;1,53;27
388;;;akz;interview;2022-07-16 16:49:13;2;Erste Fremdsprache ;2;41;Gran Canaria;35017;Spanien;1;2;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;5;4;15;9;41;6;;14;43;9;60;27;9;63;13;11;17;10;25;15;4;29;23;4;13;14;10;409;;2022-07-16 16:57:26;1;0;28;28;0;0;1,08;13
390;;;akz;interview;2022-07-16 17:01:32;1;;;54;San Marcos;78666;Texas;1;2;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;2;2;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;1;2;Narken;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;1;2;nur Sg. (wie Kost, Rost);1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;1;2;"die Kombination von ""aurk"" kommt mir komisch vor";1;1;1;2;? aurk ist eine komische Kobination;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;6;6;;;22;9;;17;24;27;26;18;19;23;31;70;34;18;83;36;19;28;20;11;95;15;9;520;;2022-07-16 17:12:38;1;0;28;28;0;0;0,68;1
392;;;akz;interview;2022-07-16 18:09:40;1;;;36;Schwabach;91126;Deutschland;1;2;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;4;5;;;14;12;;8;53;20;41;26;18;17;16;122;16;6;23;14;7;13;17;11;11;15;9;404;;2022-07-16 18:17:58;1;0;28;28;0;0;0,98;7
395;;;akz;interview;2022-07-16 19:10:10;1;;;;;;;1;1;Hochdeutsch;1;1;1;2;plammarer;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;1;2;transteter;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;1;2;pauniner;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;1;2;batiler;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;1;2;moterer;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;2;1;2;2;nüsterer;1;1;2;1;;1;2;1;1;;1;1;1;2;Luts;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;1;2;Nuhs;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;1;2;Nauts;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;2;5;;;113;15;17;16;57;40;30;17;22;34;44;30;29;9;17;38;7;33;32;15;24;27;13;597;;2022-07-16 19:21:36;1;0;28;28;5;5;0,72;3
398;;;akz;interview;2022-07-16 22:28:49;1;;;26;Stephanskirchen;83071;Deutschland;1;1;Bayrisch;1;1;1;2;?;1;1;1;2;besser;1;1;1;2;?;1;1;1;2;gemütlicher;1;1;1;2;?;1;1;1;2;stacheliger;1;1;1;2;gemütlicher;1;1;1;2;?;1;1;1;2;kälter;1;1;1;2;schicker;1;1;1;2;schmäler;1;1;1;2;heller;1;1;1;2;gefährlicher;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;2;2;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;2;2;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;12;5;;;20;15;11;14;55;23;43;24;17;19;17;24;26;8;12;13;10;10;11;5;15;7;5;421;;2022-07-16 22:35:50;1;0;28;28;0;0;1,02;8
401;;;akz;interview;2022-07-17 00:48:11;1;;;34;Berlin;13403;Deutschland ;1;2;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;3;5;;;23;11;;8;20;13;16;21;17;23;20;23;19;9;13;13;14;15;15;11;17;25;14;368;;2022-07-17 00:54:19;1;0;28;28;0;0;1,01;6
402;;;akz;interview;2022-07-17 00:56:51;1;;;77;Durmersheim;76448;Deutschlnd;1;2;;1;1;1;2;besser;1;1;1;2;oben;1;1;1;2;anders;1;1;1;2;kürzer;1;1;1;2;anders;1;1;1;2;eine;1;1;1;2;eine;1;1;1;2;eine ;1;1;1;2;kälter;1;1;1;2;unpraktischer;1;1;1;2;gefährlicher;1;1;1;2;költer;1;1;1;2;größer;1;1;1;2;größer;1;1;1;2;größer;1;1;1;2;weniger stabil;1;1;1;2;kleiner;1;1;1;2;runder;1;1;1;2;kleiner;1;1;1;2;würziger;1;1;1;2;dicker;1;1;1;2;aromatischer;1;1;1;2;heller;1;1;1;2;anders;1;1;1;2;billiger;1;2;1;1;;1;1;1;2;anders;1;2;1;1;;1;1;1;2;seltener;1;1;1;2;Natte;1;1;1;2;kleiner;1;2;1;1;;1;1;1;2;älter;1;2;1;1;;1;1;1;2;jünger;1;2;1;1;;1;1;1;2;nördlicher;1;2;1;1;;1;1;1;2;anders;1;2;1;1;;1;1;1;2;schwieriger;1;2;1;1;;1;1;1;2;nördlicher;1;2;1;1;;1;1;1;2;südlicher;1;2;1;1;;1;1;1;2;anders;1;1;2;1;;1;1;1;2;anders;1;1;2;1;;1;1;1;2;anders;1;2;1;1;;1;1;1;2;größer;1;1;2;1;;1;1;1;2;markanter;1;2;1;1;;1;1;1;2;afrikanischer;1;2;1;1;;1;1;1;2;größer;1;2;1;1;;1;1;1;2;weniger bequem;1;2;1;1;;1;1;1;2;interessanter;1;2;1;1;;18;14;;;34;26;;20;68;110;195;87;108;3144;205;182;78;32;112;130;43;56;61;21;152;66;44;414;;2022-07-17 02:20:17;1;0;28;28;0;0;0,24;0
410;;;akz;interview;2022-07-17 08:43:39;1;;;51;Halle;'06108;Deutschland;2;2;;2;2;2;1;;2;2;2;1;;1;2;1;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;1;2;1;1;;2;2;2;1;;1;2;1;1;;2;2;2;1;;2;2;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;1;2;1;1;;1;2;1;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;2;2;2;1;;1;1;2;1;;2;2;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;2;2;2;1;;2;2;2;1;;1;2;1;1;;2;2;2;1;;2;2;2;1;;1;1;2;1;;1;2;1;1;;2;2;2;1;;2;2;2;1;;2;2;2;1;;1;1;1;2;?;2;2;2;1;;3;2;2;2;Nausten;1;2;1;1;;2;2;1;2;Nauten;2;2;2;1;;3;2;2;2;Naulen;1;2;1;1;;2;2;2;1;;6;5;;;18;19;;26;72;53;57;24;33;38;50;46;46;15;60;50;9;1392;47;15;113;73;36;518;;2022-07-17 09:22:04;1;0;28;28;0;0;0,48;1
411;;;akz;interview;2022-07-17 08:44:52;2;Chinesisch;2;27;Braunschweig;38106;Deutschland;1;2;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;6;5;39;13;37;9;;38;32;31;43;22;13;38;14;39;27;27;22;27;11;16;16;9;20;28;12;521;;2022-07-17 08:54:46;1;0;28;28;0;0;0,72;1
412;;;akz;interview;2022-07-17 09:19:27;1;;;45;Berlin;10961;Deutschland ;3;2;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;2;2;2;1;;2;2;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;6;5;;;27;9;;9;27;20;27;14;15;20;41;33;33;27;28;20;13;24;27;10;26;19;10;472;;2022-07-17 09:27:37;1;0;28;28;0;0;0,78;1
416;;;akz;interview;2022-07-17 09:52:02;1;;;58;Poznań;61714;Polen;1;2;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;1;2;Diphtong in geschlossener Silbe? Ic weiß nicht…;1;1;1;2;Laurk geht gar nicht. ;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;5;4;;;24;9;;10;29;18;29;18;15;16;14;20;19;8;12;20;7;10;13;8;78;9;5;339;;2022-07-17 09:58:42;1;0;28;28;0;0;1,07;7
422;;;akz;interview;2022-07-17 11:36:46;1;;;3;Chemnitz;'09126;Deutschland;1;2;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;1;2;Näter;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;26;5;;;20;8;;12;90;20;20;14;17;17;18;22;30;9;17;16;17;32;17;8;17;16;7;396;;2022-07-17 11:44:42;1;0;28;28;0;0;0,87;1
