Korrekturstatus;Quadrant;Bogennummer;REDE_Namen;Name;Longitude;Latitude;REDE_GIDs;Sprache;Herkunft;Erhebung;Allgemeine Anmerkungen zum Schreiber;WS26:Wortform;WS26:Stammvokal;WS26::Transliteration WS26;WS26::Anmerkungen WS26;WS33:Wortform;WS33:Stammvokal;WS33::Transliteration WS33;WS33::Anmerkungen WS33
korrigiert April 23: Link;43/12;18984;Arnberg;ARNBERG;13,34042;48,12665;8452;1;Marburg;8;Kurrent;Haus;au;Hinta insan Haus stehn drei schene Äpföbomi mit roudi Apfal.;;Haisa;ai;Sa Bruada mecht sö zwo schenö Haisa an engan Goacht'n aibau.;
korrigiert: Link;44/12;18987;Rackering;RACKERING;13,62036;48,11548;8840;1;Marburg;7;Kurrent;Haus;au;Hinta insan Haus ste͜ngan drei schenö Öpföbamal mit rådi Apfal.;;Heisa;ei;Sa Bruada wü sö zweͦ(n) schenö neichö Heisa in engan Gaͦchtn bau(n).;
korrigiert April 23: Link;45/12;19003;Pennewang;PENNEWANG;13,84267;48,12872;4832;1;Marburg;8;Kurrent;haus;au;Hinta insan haus stengan 3 schenö Åpföbamal mit reatö Apfal.;;Häusa;äu;San Bruada mecht sö 2 schenö, neuchö Häusa in engan Gåchtn bauñ.;
korrigiert: Link;46/12;19011;Sipbachzell;SIPBACHZELL;14,10999;48,09704;8280;1;Marburg;7;Kurrent;Haus;au;Hinta insan Haus san 3 schenö kloani Äpflbam mit reodi Äpfö.;;Häusä;äu;San Bruadá het ön Sinn zwoa schenö neue Häusä on engan Gartn z'baun.;
korrigiert: Link;72/53;1904;Pesseln;PESSELN;21,6499872;54,73016708;541900;1;Marburg;1;Kurrent;Huhs;uh;Hinder onsem Huhs stoanè dreh scheenè Eppelbehmkes mött rohdè Eppelkis. ;;Hieser;ie;Siehn Broder wull sich zwee schönè nie-è Hieser önn junem Goahrdè bu-è.;
korrigiert: Link;47/14;19070;Reichenau im Mühlkreis;REICHENAU IM MￃﾜHLKREIS;14,34938;48,45608;8668;1;Marburg;7;Lateinschrift;Haus;au;Hinta insan Haus schtengan drei Öpfibäümi mid råidi Apfal.;;Haisa;ai;Sei Bruada wüi si zwoa scheni näi Haisa in engan Goaddn bau(n).;
korrigiert: Link;48/14;19080;Gutau;GUTAU;14,61282;48,41729;8164;1;Marburg;7;Kurrent;Haus;au;Hinta unsan Haus stengan 3 Äpfelbamal mit rote Äpfel.;;Häusa;äu;Sein Bruada will si zwoa schöni neuchi Häusa in engan Gartn baun.;
korrigiert: Link;49/14;19085;Hackstock;HACKSTOCK;14,81413;48,47743;3644;1;Marburg;7;Kurrent;Haus;au;Hinta insan Haus stengan drei schinr schöne Öpfibam mit kloan, roid'n Öpfün.;;Heisa;ei;Sei Bruada wü sie zwoa schöne neiche Heisa i engan Gord'n bau.;
korrigiert: Link;50/14;19096;Traunstein;TRAUNSTEIN;15,11597;48,4355;4536;1;Marburg;7;Kurrent;Haus;au;Hinta unsan Haus stehn drei scheine Opfibamal mit rotn Apferln.;;Heisa;ei;Sei Bruada will sie zwoa scheini, neue Heisa in engan Goatn baun.;
korrigiert: Link;47/12;19138;Maria Laah;MARIA LAAH;14,35965;48,12637;8623;1;Marburg;7;Kurrent;Haus;au;Hinter insern Haus stehnan drei Abfeltenn, dö hoabn roate Äpfln. ;;Häusa;äu;Enga Bruada wüll si zwoa schöne neuche Häusa in engan Garn baun.;
korrigiert: Link;48/12;19144;Haag;HAAG;14,56535;48,11219;4983;1;Marburg;7;Kurrent;Haus;au;Hinta inserm Haus schtengan drei Åpfollern mit rodö Apferl troan.;;Häusa;äu;Sein Bruada möcht sö zwoa schenö neuche Häusa in engern Gårtn baun.;
korrigiert: Link;49/12;19154;Amstetten;AMSTETTEN;14,87066;48,12448;4455;1;Marburg;7;Schreibmaschinenschrift;Haus;au;Hinta unsan Haus stengan drei Öpfibamaln mit rodi Apfaln. ;;Heisa;ei;Sein Bruada wüll si zwoa scheni neichi Heisa in engarn Goatn baun;
korrigiert: Link;50/12;19163;Wieselburg;WIESELBURG;15,13802;48,13043;671;1;Marburg;7;Kurrent;Haus;au;Hinta unsan Haus schtengan drei Äpfelbamal mit rode Apferl. ;;Heisa;ei;Sei Bruada wü sie zwa schene neichi Heisa in enkan Goartn baun.;
korrigiert: Link;73/53;1919;Groß Gerlauken (Vjazovka);GROￃﾟ GERLAUKEN (VJAZOVKA);21,93005406;54,69998961;541915;1;Marburg;1;Kurrent;Hus;u;Hinder on̄ser Hus stahne drei schöne Aeppelböm mött rode Aeppelkes. ;;Hieser;ie;Sien Broder wöll sich zwei schöne niee Hieser önn junem Garde bue.;
korrigiert: Link;47/13;19225;Steyregg;STEYREGG;14,37301;48,28577;2154;1;Marburg;7;Kurrent;Haus;au;Hinter insan Haus stengen drei schene Öpfibäumi mit rodö Åpferl. ;;Heiser;ei;Sei͜n Bruada will sie zwoa schene neichi Heiser in enkern Goarten baun.;
korrigiert: Link;48/13;19233;Schwertberg;SCHWERTBERG;14,58171;48,27398;5161;1;Marburg;7;Phonetische Schrift;Haus;au;hĩntarĩnsãn Haus t štẽn trai šẽne epföbaĩml mid rãodö epfö.;;heisa;ei;sẽij brŭ͂āda wuj͂ sə zwo͂ā schenö neichö heisa ən eŋãrn gõadn bãun;
korrigiert: Link;74/53;1924;Pakallnischken (Suvorovo);PAKALLNISCHKEN (SUVOROVO);22,21995783;54,67997099;541919;1;Marburg;1;Kurrent;Hus;u;Hinder on̄s Hus stoahne dre schene Äppelbemkes möt rode Äppelkes.;;Hieser;ie;Sien Broder well sick zwee scheene nië Hieser en̄ junem Goarde bue;
korrigiert: Link;49/13;19245;Bad Kreuzen;BAD KREUZEN;14,80633;48,26712;10470;1;Marburg;7;Kurrent;Haus;au;Hinta ünsan Haus stengan drei schenö Apfalterer mit rotn Äpfel.;;Häuser;äu;Sei Bruada mücht ehm zwoa scheni nui Häuser in engarn Gart'n baun;
korrigiert April 23: Link;50/13;19257;Altenmarkt;ALTENMARKT;15,06545;48,28211;1649;1;Marburg;8;Lateinschrift;Häusl;äu;Hinta unsan Häusl ste͜ngan drei schöni Opfolterl mit roti Apferl dra͜n.;;Heisa;ei;Sei Bruada mecht mecht sie in engan Goatn zwoa schöni, neuchi Heisa ba͜u.;
korrigiert April 23: Link;51/14;19301;Els;ELS;15,37385;48,44265;6265;1;Marburg;8;Kurrent;Haus;au;Hinta unsren Haus stengan drei schöne Åpfålba mit roti Äpfeln. ;;Heisa;ei;Sei' Bruada wü si' zwoa scheni neichi Heisa in engan Gåatn bau(n).;
korrigiert April 23: Link;52/14;19311;Gneixendorf;GNEIXENDORF;15,61839;48,43843;6317;1;Marburg;8;Lateinschrift;Haus;au;Hinta unsan Haus stengan drei schoni Opfibamal mit rodi Apfal.;;Heisa;ei;Sein Bruada wü sie zwoa schene neichi Heisa in engan Goadn bo̟n.;
korrigiert: Link;53/14;19322;Fels am Wagram;FELS AM WAGRAM;15,81873;48,4378;5673;1;Marburg;7;Kurrent;Haus;au;Hinta unsan Haus stengan drei schene Opfibamal mit rodi Apfal. ;;Heisa;ei;Sen Bruada wü si zwoa neichi Heisa e̊ engan Goadn båu;
korrigiert: Link;54/14;19334;Oberhautzental;OBERHAUTZENTAL;16,12987;48,44154;120;1;Marburg;7;Kurrent;Haus;au;Hinta unsan Haus schtengan drei schene Apfibamal mit roti Äpfal. ;;Heisa;ei;Sei Bruada wül sie zwo scheni neihi Heisa in engan Gordn baun.;
korrigiert April 23: Link;51/13;19401;Schönbühel an der Donau;SCHￃﾖNBￃﾜHEL AN DER DONAU;15,37381;48,25755;3789;1;Marburg;8;Kurrent;Haus;au;Hinta unsan Haus stengan drei schöne Apfelbamerl mit rote Apferl.;;Häuser;äu;Sei(n) Bruada will si' zwoa schöni neuchi Häuser in engan Gartn bau(n).;
korrigiert: Link;52/13;19404;Karlstetten;KARLSTETTEN;15,56514;48,25859;8957;1;Marburg;7;Kurrent;Haus;au;Hinta unsan Haus stengan drei schöni Opfibamal mit rodi Öpfin.;;Heisa;ei;Se͠i Bruada wü sie zwoa schöni neichi Heisa in engan Goad'n ba͠u.;
korrigiert: Link;53/13;19419;Würmla;WￃﾜRMLA;15,85976;48,25537;2259;1;Marburg;7;Kurrent;Haus;au;Hinta unsan Haus stengan drei schöni Öpfubam mit rotn Opfaln.;;Heisa;ei;Sei Bruada wü si zwoa schöni Heisa in engan Goatn bau.;
korrigiert April 23: Link;54/13;19429;Ried am Riederberg;RIED AM RIEDERBERG;16,07034;48,25642;3206;1;Marburg;8;Kurrent;Haus;au;Hintern Haus stägan drei schene Apfibam mit rote Äpfin.;;Häuser;äu;Sa Bruada wüll si' zwei schene neuche Häuser in engarn Garten baun.;
korrigiert April 23: Link;51/12;19479;Mank;MANK;15,34061;48,11103;6637;1;Marburg;8;Kurrent;haus;au;Hinta unsan haus schtängan drei schene Abfolbam mid rode Epfl.;;Häusa;äu;Seĩ Bruada wül sie zwo scheni Häusa in engan Gårtn baun.;
korrigiert April 23: Link;52/12;19486;Wilhelmsburg;WILHELMSBURG;15,60619;48,10536;5564;1;Marburg;8;Kurrent;Haus;au;Hintar unsan Haus stengan drei schöni Åpfibamal mit roti Apfal.;;Heisa;ei;Sei Bruada wü se zwa schene neiche Heisa in engarn Gårtn ba͠u͠n.;
korrigiert April 23: Link;53/12;19492;Stollberg-Siedlung;STOLLBERG-SIEDLUNG;15,862;48,08457;3882;1;Marburg;8;Kurrent;Haus;au;Hinter insan Haus steingan drei schine Apfelbam mit roti Aperl. ;;Häusr;äu;Sei Bruader will sich zwoa schöni neichi Häusr in engan Garten baun.;
korrigiert: Reichel;66/52;1953;Pillau;PILLAU;19,90818698;54,64428333;535058;1;Marburg;2;Kurrent;Hus;u;Hinnda onnsem Hus stahne dröh schöne Äppelböhm mött rohde Appelkes.;;Hüsa;ü;Siehn Broda wöll sick twe schöne Hüsa önn sühnem Gaadee bue.;Hüsa: ü aus u korrigiert
korrigiert: Link;54/12;19541;Grub;GRUB;16,10967;48,08122;3342;1;Marburg;7;Kurrent;Haus;au;Hinta unsan Haus stenga drei scheine Opfabamal mit rodi Apfal. ;;Heisa;ei;Sei͡n Bruada wüj sie zwoa schöni neichi Heisa in eingan Goatn bau͡n.;
korrigiert: Reichel;67/52;1956;Patersort (Beregovoe);PATERSORT (BEREGOVOE);20,15361676;54,5820861;541947;1;Marburg;2;Kurrent;Hus’;u;Hinda onsem Hus' stâhne drei schöne Aeppelbemkes mit rode Aeppelkes. ;;Hieser;ie;Sien Broder wēll sēck twei schöne niee Hieser en juem Gade bue.;"en: e eher schwarzer Fleck; juem: j hat keinen Punkt"
korrigiert: Link;55/14;19564;Obergänserndorf;OBERGￃﾄNSERNDORF;16,37147;48,42971;1565;1;Marburg;7;Kurrent;Haus;au;Hinta unsan Haus stengan 3 schene Opföbamerl mit roti Apfarl.;;Heisa;ei;Sein Bruida wüll si zwoa neichi Heisa in engan Gortn baun.;
korrigiert: Link;56/14;19607;Raggendorf;RAGGENDORF;16,65674;48,39499;8376;1;Marburg;7;Kurrent;Haus;au;Hinta unsan Haus stengan drei schuni Äpfübamal mit roti Apfal. ;;Heisa;ei;Sei(n) Bruider wü(l) si zwoa scheni neichi Heisa in engan Gortn bon.;
korrigiert: Link;68/52;1962;Bergau (Tzwetkowo);BERGAU (TZWETKOWO);20,42971236;54,62002257;541953;1;Marburg;1;Kurrent;Hus;u;Hinda onsem Hus ståhne dree scheene Aeppelbemkes möt rode Aeppelkes.;;Hiesa;ie;Sien Broda wöll söck twee scheene ni=e Hiesa ön junem Gårde bu=e.;
korrigiert: Link;57/14;19621;Stillfried an der March;STILLFRIED AN DER MARCH;16,84009;48,41077;9119;1;Marburg;7;Phonetische Schrift;Haus;au;Hintər unsərn Haus schteŋan drei scheni Opfülbăm mit rodi Opfərl.;;Haisər;ai;Sein Bruadər wül sich zwoa scheni neichi Haisər i' eŋgan Goartn baun.;
korrigiert: Link;59/13;19640;Grünau (Grinava);GRￃﾜNAU (GRINAVA);17,24752517;48,27003479;548065;1;Marburg;6;Kurrent;Haus;au;Hint(e) uns(e)n Haus schten͡g(n) trei scheni Epflpam mit rodi Epfer(ö)ln.;;Heis(e);ei;Sei Pruid(e) wül sie scheni zwa Heis(e) in eng(e)n Ko(a)tn pãu.;
korrigiert: Link;55/13;19642;20. Bezirk-Brigittenau;20. BEZIRK-BRIGITTENAU;16,37347;48,23057;4951;1;Marburg;7;Lateinschrift;Haus;au;Hinta unsern Haus stengan drei schene Äpfelbamerln mit rote Apferln.;;Heisa;ei;Sei' Bruada wüll sie zwa schene neiche Heisa in eichem Gårt'n bau'n.;
korrigiert: Link;56/13;19646;Raasdorf;RAASDORF;16,56927;48,24529;877;1;Marburg;7;Kurrent;Haus;au;Hinta unserm Haus stengan drei schöne Äpfelbam mit rote Äpfeln. ;;Häusa;äu;Sein Bruada will' si zwa schöne neuchi Häusa in euchan Goart'n bau'n.;
korrigiert April 23: Link;57/13;19657;Breitensee;BREITENSEE;16,87702;48,24132;9501;1;Marburg;8;Kurrent;Haus;au;Hinta unsan Haus stengan drei schöni Apfelbam mit rotmaladi Äpfeln. ;;Häusa;äu;Sei Bruada will sich zwoa neuchi Häusa in euern Gartn baun.;
korrigiert: Link;58/13;19659;Theben (Devín);THEBEN (DEVÍN);16,98660986;48,17332242;548066;1;Marburg;77;Lateinschrift;Haus;au;Hinta unsan Haus stehn drei schene Opflpama mit rode Äpfln. ;;Heisa;ei;Sei' Bruada wüll si zwa schene neiche Heisa in engan Gart'n bau'n.;
korrigiert April 23: Link;55/12;19667;Biedermannsdorf;BIEDERMANNSDORF;16,34608;48,08334;4984;1;Marburg;8;"Kurrent; Anmerkung am Ende von Seite 1: Anmerkg.: Das a bei ua (z.B. muasd) u. ia (z.B. siadn, wia) wird nur kurz nachgezogen und nähert sich einem e. Etwas breiter ist das a bei oa (z.B. woatn: warten, woa: war, voa: vor.)";Haus;au;Hinda unsan Haus stengan drei schene Apfebamal mid rode Apfaln.;;Heisa;ei;Sei (Nas.) Bruada wü si zwa schene neiche Heisa in engan Goadn baun.;
korrigiert April 23: Link;56/12;19674;Enzersdorf an der Fischa;ENZERSDORF AN DER FISCHA;16,60641;48,08282;2058;1;Marburg;8;Kurrent;Haus;au;Hinda unsan Haus sengan drei scheni Opflbamal mit rodn Apfeln. ;;Heisa;ei;Sei Bruada wü si zwa neiche Heisa in engan Goatn baun.;
korrigiert: Link;58/12;19696;Kittsee;KITTSEE;17,06565;48,09174;8089;1;Marburg;7;Kurrent;Haus;au;Hinta unsa Haus stenga drei Äpfübamal mit roti Äpfü. ;;Heisa;ei;Sei Bruda wüs sie zwa scheini neichi Heisa in engarm Gortn bau'n.;
korrigiert: Link;59/12;19705;Mischdorf bei Pressburg (Nové Košar;MISCHDORF BEI PRESSBURG (NOVￃﾉ KOￅﾠAR;17,27654171;48,0994024;548071;1;Marburg;77;Lateinschrift;Haus;au;Hinta unsan Haus steⁿga trei scheni Äpfüpama mit rodi Äpfü.;;Haisa;ai;Saĩ Pruida wü si zwa scheni Haisa in eⁿgan Koatn pau˄.;
korrigiert: Link;57/12;19726;Rohrau;ROHRAU;16,85904;48,06596;6146;1;Marburg;7;Schreibmaschinenschrift;Haus;au;Hinta unserm Haus steahn drei schäni Opflbamerl mit roti Aepfl;;Häuser;äu;Sein Bruada wüll si zwa schäni neie Häuser in engern Gortn baun;
korrigiert: Link;38/9;19739;Thiersee;THIERSEE;12,11833;47,59421;1795;1;Marburg;77;Kurrent;Haus;au;Hinta insan Haus stehn 3 schine Öpföbam mit raude Öpfön.;;Haisa;ai;Sei Bruada wü si zwoa schene Haisa in enkan Gaschtn baun.;
korrigiert April 23: Link;36/9;19748;Achenwald;ACHENWALD;11,67317112;47,56336878;548073;1;Marburg;8;Kurrent;Heus;eu;Hinta insan Heus stean drei scheani Öpflbeumla mied ruadi Öpfl drå. ;;Häusa;äu;Sei Bruada mecht sie zwo̊a scheane nuj Häusa in enkan Gåschtn baun.;
korrigiert: Link;69/52;1977;Fuchsberg (Semënovo);FUCHSBERG (SEMￃﾋNOVO);20,75395508;54,59520723;541967;1;Marburg;1;Kurrent;Hus;u;Hieda onsem Hus stoane dree hübsche Appelbömkes met rode Äppelkes. ;;Hisa;i;Sin Broda wöll sökk twee nia hübsche Hisa ön junem Gade buè.;
korrigiert April 23: Link;42/11;19775;Obertrum am See;OBERTRUM AM SEE;13,08;47,94;10322;1;Marburg;8;Kurrent;Haus;au;Hintá insán Haus sten drei schenö Öpföbámerl mit roud'n Öpfáln. ;;Häusa;äu;Sei' Bruádá wissö zwoá schenö neuö Häusa in engán Gart'n bau.;
korrigiert April 23: Link;43/11;19787;Hochfeld;HOCHFELD;13,33222;47,96455;8654;1;Marburg;8;Lateinschrift;Haus;au;Hinta insan Haus stẽn drei schöne Öpföbamal mit raudö Opfal. ;;Heisa;ei;Sei Bruada mecht sö Zwoa schöne neiö Heisa an engan Goachtn baun.;
korrigiert April 23: Link;42/10;19823;Vorderfager;VORDERFAGER;13,12175;47,77639;4503;1;Marburg;8;Kurrent;Haus;au;Hinta ünsan Haus stengan drei schenö Åpföbamil mit roudö Äpfal̊.;;Haisa;ai;Sei Bruada mecht sö zwoå schenö neiö Haisa in enkan Goåchtn baun.;
korrigiert: Link;39/9;19851;Schwendt;SCHWENDT;12,39171;47,6314;5155;1;Marburg;7;Lateinschrift;Haus;au;Hinda insern Haus stehnd 3 schene Öpflbamei mid rodi Öpfei.;;Heisa;ei;Sei Bruada wüi si zwoa schene nuini Heisa in enkern Gaschtn bau(n).;
korrigiert: Link;40/9;19854;Waidring;WAIDRING;12,56947;47,58457;8266;1;Marburg;7;Kurrent;Haus;au;Hinta insan Haus stehn drei scheni Äpfibamei mit rauti Äpfei. ;;Haisa;ai;Sei Brunda wui sie zwoa schenö noie Haisa in enkan Gåschtn bau.;
korrigiert: Link;42/9;19859;Kuchl;KUCHL;13,14376;47,62566;2502;1;Marburg;7;Kurrent;Haus;au;Hinta unsa'm Haus stea(h)n drei schenö Öpfibamal mit rotö Ōpfāl.;;Heisa;ei;Sei(n) Bruada wii(ll) sö zwoa scheanö neiö Heisa in enka'n Goart'n bau'n.;
korrigiert: Link;70/52;1987;Pregelswalde (-);PREGELSWALDE (-);21,02997097;54,6200058;541989;1;Marburg;1;Kurrent;Hus;u;Hinda onsein Hus stonn der hübsche Äppelbömkes mett rode Äppelkes.;;Hisa;i;Sin Broda well seck twe hibsche nie Hisa än junem Gade bue.;
korrigiert: Link;44/11;19886;Schörfling;SCHￃﾖRFLING;13,60519;47,94665;9635;1;Marburg;7;Kurrent;Haus;au;Hinta insan Haus stengen drei Öpföbamal mit reotö Apfal. (beide a hell in der Mehrzahl);;Heisa;ei;Sei Bruada wü so zwoa (zwo) schee(n), nei Heisa in engan Ga̠chtn bau(n).;
korrigiert April 23: Link;45/11;19896;Gschwandt;GSCHWANDT;13,84472;47,93463;3545;1;Marburg;8;Lateinschrift;Haus;au;Hinter insern Haus stehn drei scheni Opflbäumerl mit reotn Öpfln. ;;Heisa;ei;Sei Bruada wüll si zwoa scheni neui Heisa in engerm Garten bau.;
korrigiert: Link;46/11;19901;Schlierbach;SCHLIERBACH;14,1261;47,93733;10508;1;Marburg;7;Kurrent;Haus;au;Hinda insan Haus stengan drei schonö Öpföbamal mid ra͜odn Apfaln.;;Ha͜isa;a͜i;Sa Brua da wü sö zwoa schenö na͜iö Ha͜isa ö̃n engan Goachdn ba͠u.;
korrigiert April 23: Link;43/10;19941;Sankt Gilgen;SANKT GILGEN;13,36379;47,76694;7772;1;Marburg;8;"Kurrent; Anmerkung am Ende von Seite 1: (n) nicht gesprochen, nasal!)";Haus;au;Hinter insan Haus steugan drei schenö Öpföbámal mit róudö Apfal.;;Heisa;ei;Sei Bruader mecht sö zwoa schenö neiö Heisa ön eng̱an Gårtn bau(n).;
korrigiert: Link;45/10;19945;Ebensee;EBENSEE;13,77433;47,81259;1060;1;Marburg;7;Lateinschrift;Haus;au;Hinta insan Haus sten(g)an droi Öpflbam mit schenö roadi Öpfön.;;Häusa;äu;Mei Bruada wū sö in engan Gachtn zwe noi Häusa bau!;
korrigiert: Link;46/10;19947;Steyrling;STEYRLING;14,13035;47,80539;1998;1;Marburg;7;Kurrent;Haus;au;Hinta insem Haus stengen drei schöni Äpföbamal mit rot'n Apfaln.;;Häusa;äu;Sei Bruada will sö zwoa scheni neuchi Häusa in engan Garten bau.;
korrigiert: Link;44/10;19956;Bad Ischl;BAD ISCHL;13,62557;47,71194;534648;1;Marburg;7;Kurrent;Haus;au;Hinta ensan Haus stengen dre scheni Öpföbemes und hent rotö Apfes.;;Häusa;äu;Sei Bruada wüll sö zwo (zwe'n) schenö noichö Häusa ön enkrn Goartn ban.;
korrigiert: Link;47/10;19965;Windischgarsten;WINDISCHGARSTEN;14,32754;47,72243;772;1;Marburg;7;Kurrent;Haus;au;Hinta insan Haus stehn drei scheni Öpflbam mit rådi Öpfl. ;;Heisa;ei;Sei Bruada wü sö zwoa schenö neichö Heisa in engan Gårtn bau.;
korrigiert: Link;44/9;19971;Bad Goisern;BAD GOISERN;13,61647;47,64116;5193;1;Marburg;7;Kurrent;Haus;au;Hinta insan Haus stend 3 schẽnẽ Öpföbamlan mit ro͜ada Ö̱pfalen.;;Haisa;ai;Sei Bruada wu se e engan Go̊rtn zwo͜a schone noie Haisa ba̠u (na̠sal);
korrigiert: Link;45/9;19977;Grundlsee;GRUNDLSEE;13,83922;47,62693;5471;1;Marburg;7;Schreibmaschinenschrift;Haus;au;Hinta insan Haus stehn droi scheñ Öpflbamalan mit ra͜oti Apfalan.;;Heiser;ei;Seiñ Bruada wüll si zwoa scheni noi-i Heiser i enkan Gåschtn bauñ.;
korrigiert April 23: Link;46/9;19993;Wörschachwald;WￃﾖRSCHACHWALD;14,07582046;47,55789937;548078;1;Marburg;8;Lateinschrift;Haus;au;Hinta insern Haus stent drei schenö Öpflbamla mit rote Öpfala.;;Heisa;ei;Sei(n) Bruada wü sö zwoa schenö Heisa in engan Gåchtn baun.;
korrigiert: Link;47/11;20005;Trattenbach;TRATTENBACH;14,34035;47,92138;6099;1;Marburg;7;Kurrent;Haus;au;Hinta unsan Haus stengan drei schene Öpföbamerl mit rode Apferl.;;Haisa;ai;Sein Bruada wü së zwoa schene naiche Haisa in engan Gartn baṵn.;
korrigiert April 23: Link;48/11;20008;Sulzbach;SULZBACH;14,57161;47,97255;294;1;Marburg;8;Lateinschrift;Haũs;aũ;Hinta insan Haũs stên 3 schene Öpfibámál mit rodi Öpfi.;;Heisa;ei;Sei Brũada wü se zwoa schenö neiche Heisa in engan Gartn baũ(n).;
korrigiert: Link;49/11;20019;Ybbsitz;YBBSITZ;14,89384;47,94794;1279;1;Marburg;7;Kurrent;Haus;au;Hinta insan Haus stengan drei Öpfibam mit rodi Öpfi.;;Heisa;ei;Sei'n Bruada wü si zwoa scheni weißi Heisa in engan Gord'n bau'(n).;
korrigiert: Link;50/11;20023;Gaming;GAMING;15,08807;47,92901;9595;1;Marburg;7;Kurrent;Haus;au;Hinta unsan (insan) Haus stengan drei scheni Öpflbamal mid rodi Apfal. ;;Heisa;ei;Sei Bruada wü sie zwoa scheni neichi Heisa i engan Goadn bau͡(n);
korrigiert: Link;48/10;20046;Kleinreifling;KLEINREIFLING;14,63986;47,82049;4247;1;Marburg;7;Kurrent;Haus;au;Hintern ünsan Haus stehn drei schöni Öpfelbam mit rodi Öpfeln.;;Häusa;äu;Sein Bruada will sö zwoa scheni neii Häusa in engan Gartn baun.;
korrigiert April 23: Link;51/10;20049;Mariazell;MARIAZELL;15,31803;47,77347;5957;1;Marburg;8;Kurrent;Haus;au;Hinta unsan Haus stengan drei scheni Opfübam mit rodi Öpfü.;;Heisa;ei;Seen Bruada wü sie zwa neigi Heisa in engan Goatn baun.;
korrigiert April 23: Link;50/10;20051;Neuhaus;NEUHAUS;15,18285;47,78945;3036;1;Marburg;8;Kurrent;Haus;au;Hinta unsan Haus stengan drei scheni Öpfübamal mit rodi Apfal. ;;Haisa;ai;Sai(n) Bruada wül sie zwoa scheni naichi Haisa i engan Goat'n bau'n.;
korrigiert: Link;49/10;20058;Lassing;LASSING;14,8932;47,74374;3025;1;Marburg;7;Kurrent;Haus;au;Hinta unsan Haus stehn drei scheni Öpfibamerl mit rodi Apferl.;;Heisa;ei;Sei͜n Bruada wu si zwo schene neichi Heisa in engan Goadn bau͜n.;
korrigiert: Link;47/9;20062;Ardning;ARDNING;14,36442;47,59107;9576;1;Marburg;7;Kurrent;;;Hinter unsara Keische stehn drei scheani Äpfibam mit rodi Apfin.;;Häusa;äu;Sein Bruada wu sie zwoa scheni neugi Häusa in enkan Goatn baun.;
korrigiert April 23: Link;48/9;20065;Weng;WENG;14,50272;47,59723;8741;1;Marburg;8;Schreibmaschinenschrift;Haus;au;Hinta unsan Haus schtehngan drei schöini Aeïpfübam mit routi Aeïpfin.;;Heisa;ei;Sei Bruada wü si zwoa scheani neigi Heisa in enkan Goatn baun.;
korrigiert April 23: Link;49/9;20067;Lainbach;LAINBACH;14,76884;47,63452;5267;1;Marburg;8;Kurrent;Haus;au;Hinta unzan Haus stehn drei schene Äpfibam mit roti Äpfi.;;Haiser;ai;Sei Bruada wü si zwoa schene neie Haiser in enkern Gårt'n baun.;
korrigiert April 23: Link;51/9;20069;Gollrad;GOLLRAD;15,30481;47,65106;9648;1;Marburg;8;Kurrent;Haus;au;Hinta unsan Haus stengan drei scheni Opflbamerl mit roti Apferln.;;Haisa;ai;Sei(n) Bruada wü si zwoa sche(i)ni neichi Haisa in enkan Goa(r)tn baun.;
korrigiert: Link;50/9;20077;Oberort;OBERORT;15,07837;47,532;8336;1;Marburg;7;Lateinschrift;Haus;au;Hinter unserm Haus stehn drei scheni Apfelboamlarlä mit rot'n Apferln.;;Häusa;äu;Sei Bruada will si zwa scheni neugi Häusa in enkern Gart'n bau'n.;
korrigiert: Reichel;20/37;20090;Wext;WEXT;7,067507287;52,15805324;534268;1;Marburg;2;Kurrent;Huß;u;Achter use Huß stoht dre Appelbömkes met rote Äppelkes.;;Hüser;ü;Sin Broor will sik twe nié Hüser in uen Guoden bouwen.;uen: eher u en, aber Anstrich von e bis u verlängert
korr. Reichel;21/37;20099;Leer;LEER;7,29517;52,11388;101194;1;Marburg;1;Kurrent;Huse;u;Achter ussen Huse stoaht drei schöne Appelbäumkes met raude Äppelkes.;;Hüß;ü;Sien Broer will sick n paar schöne niee Hüß in ju'en Gohren timmern;
korr. Reichel;22/37;20110;Herbern;HERBERN;7,588860605;52,12498586;543703;1;Marburg;1;"Kurrent; Ortszusatz auf Bogen (Amt Greven); Oberlängen häufig sehr blass";Huse;u;Achter usen Huse staoht drei schöne Appelleime mit raude Appeln.;;Hüse;ü;Sien Broer will twe niee Hüse in juhen Gaouren bauen.;
